id,a1,a2
19138,38686,4050
19139,41830,12304
19140,27040,33167
19141,46589,47127
19142,29875,8825
19143,42054,15365
19144,21931,5744
19145,40545,18681
19146,27524,6532
19147,28936,1619
19148,7308,9246
19149,28793,32371
19150,48820,31259
19151,15132,14406
19152,24849,20665
19153,43540,36667
19154,x19154,y19154
19155,9029,1584
19156,29152,37284
19157,1718,2289
19158,48087,5866
19159,49966,21715
19160,4738,35775
19161,13184,37297
19162,47158,22725
19163,25459,5235
19164,11020,24143
19165,33873,41708
19166,7445,24573
19167,43720,21368
19168,30534,41533
19169,1173,24438
19170,781,5548
19171,30533,19778
19172,27583,37388
19173,41738,20996
19174,45608,11953
19175,32205,29169
19176,26720,44788
19177,43500,17037
19178,1184,48653
19179,22838,13095
19180,x19180,y19180
19181,35149,11710
19182,23807,13716
19183,27753,24300
19184,11462,14538
19185,25547,34121
19186,47016,20348
19187,1895,16617
19188,34087,17553
19189,19547,1342
19190,214,8508
19191,44423,6601
19192,28754,28499
19193,46115,42286
19194,11718,37181
19195,11375,48730
19196,39276,20399
19197,9374,30624
19198,13875,36371
19199,43890,38315
19200,1827,28680
19201,47351,31569
19202,36730,37376
19203,34329,23539
19204,17286,20791
19205,40830,32443
19206,44813,27531
19207,29180,18772
19208,27698,33330
19209,9474,9671
19210,47855,40516
19211,7934,6750
19212,21344,31798
19213,33946,1348
19214,9726,42531
19215,15213,32187
19216,11122,7096
19217,5607,46200
19218,25041,17346
19219,8902,16122
19220,40004,28160
19221,9963,41633
19222,27499,16191
19223,10889,27236
19224,15531,4413
19225,37253,40454
19226,46084,42955
19227,16895,9520
19228,38570,21044
19229,21354,31944
19230,49924,37822
19231,42699,35153
19232,11415,6277
19233,5457,42375
19234,12349,23051
19235,25162,38596
19236,38669,21936
19237,8506,45883
19238,46996,48016
19239,23456,31095
19240,25628,37663
19241,18177,49469
19242,43902,8605
19243,17420,48457
19244,1697,9006
19245,10173,42424
19246,x19246,y19246
19247,46069,161
19248,48807,21787
19249,40545,4177
19250,791,9933
19251,23936,33015
19252,16119,18167
19253,20807,32934
19254,19911,26750
19255,22452,7573
19256,44046,17802
19257,35986,20141
19258,34541,2478
19259,30325,34073
19260,15207,37611
19261,22188,36740
19262,27146,25331
19263,2794,25265
19264,11326,41964
19265,22859,4285
19266,36254,22050
19267,44488,3189
19268,11348,48616
19269,5352,14530
19270,34970,15290
19271,28333,23760
19272,40181,15644
19273,38402,1347
19274,23414,36095
19275,29453,5730
19276,771,27426
19277,12222,37302
19278,22450,39562
19279,24672,16526
19280,18972,41025
19281,30675,37863
19282,27525,12236
19283,43676,28640
19284,36751,13511
19285,34138,35779
19286,24059,19881
19287,15998,33269
19288,45808,26068
19289,34102,45230
19290,40116,37592
19291,13352,18070
19292,43665,43916
19293,34734,16899
19294,34912,9890
19295,38036,6582
19296,49711,16014
19297,27521,25117
19298,47953,17189
19299,27829,45632
19300,30588,6066
19301,18431,15129
19302,45342,26105
19303,37406,12745
19304,26693,32749
19305,31992,10708
19306,x19306,y19306
19307,30105,42749
19308,7106,41928
19309,48019,39137
19310,7444,25153
19311,17813,6139
19312,30489,7304
19313,5811,36515
19314,1111,15356
19315,x19315,y19315
19316,27500,41560
19317,47119,44932
19318,25789,49701
19319,46397,17805
19320,43259,46241
19321,13013,20264
19322,30884,22522
19323,13870,32508
19324,14592,15394
19325,1720,26384
19326,37273,36616
19327,18365,26161
19328,39251,42334
19329,11033,21252
19330,47382,41311
19331,30501,13363
19332,24980,17720
19333,25539,24784
19334,7038,38226
19335,2387,10400
19336,3971,28200
19337,1907,26319
19338,5390,19279
19339,39516,11436
19340,27706,44035
19341,25940,29435
19342,23454,16887
19343,20113,31284
19344,43643,35499
19345,36892,48985
19346,19120,31552
19347,x19347,y19347
19348,49443,43831
19349,41352,35128
19350,12067,31096
19351,35930,27342
19352,20187,5212
19353,40220,17484
19354,49919,31046
19355,45566,16745
19356,28036,1828
19357,49421,26007
19358,34948,35651
19359,19789,33924
19360,29140,9153
19361,44576,47807
19362,2473,4455
19363,26687,18283
19364,8435,30524
19365,35359,28457
19366,33316,30633
19367,41460,23600
19368,26871,7542
19369,34009,36726
19370,28297,10262
19371,10614,19888
19372,19426,23068
19373,42693,6464
19374,5204,8690
19375,1995,5548
19376,47281,18761
19377,24007,47754
19378,35354,30428
19379,29689,9228
19380,16393,30885
19381,4376,10024
19382,22920,42102
19383,29195,49430
19384,49579,24397
19385,31745,17321
19386,7135,33352
19387,x19387,y19387
19388,41228,39151
19389,21385,33097
19390,29889,3172
19391,23726,17200
19392,26524,6184
19393,13458,37809
19394,49829,8282
19395,41578,21257
19396,4956,41516
19397,4161,36866
19398,19853,22401
19399,5561,11292
19400,31702,24886
19401,25171,36838
19402,33342,10358
19403,26031,24747
19404,41508,25547
19405,37779,30321
19406,14475,24404
19407,21179,8581
19408,32978,12819
19409,42767,40288
19410,x19410,y19410
19411,41680,45631
19412,46073,19895
19413,8983,713
19414,46699,49057
19415,41567,28984
19416,15037,19193
19417,17744,10824
19418,40768,25774
19419,26060,4074
19420,18298,42509
19421,19303,10497
19422,3716,22359
19423,18343,14319
19424,36489,43203
19425,22828,27844
19426,314,10940
19427,10199,23688
19428,18751,4979
19429,32225,44712
19430,47839,15562
19431,24026,1253
19432,29763,5020
19433,30487,30044
19434,28106,27119
19435,26,30193
19436,15200,22150
19437,43517,7526
19438,40330,10239
19439,44852,34261
19440,16004,31875
19441,378,35099
19442,48482,45887
19443,23272,27883
19444,44273,9143
19445,16384,23959
19446,37746,15670
19447,4171,37370
19448,42311,5805
19449,44810,21429
19450,9877,16830
19451,24332,37132
19452,22836,4518
19453,18396,18200
19454,24766,10568
19455,32483,7334
19456,2711,3576
19457,10718,40516
19458,43978,29839
19459,1646,1376
19460,2179,25079
19461,6265,5265
19462,2676,15692
19463,17194,10132
19464,13686,31181
19465,6434,7009
19466,1738,49581
19467,42443,26791
19468,7635,20529
19469,23377,43897
19470,11203,18384
19471,49476,2861
19472,34316,1226
19473,16931,9242
19474,18692,44114
19475,21922,40831
19476,47380,25312
19477,16670,35426
19478,13873,40180
19479,41024,4101
19480,34683,41020
19481,2303,42661
19482,12840,33010
19483,27267,18007
19484,18403,6706
19485,40014,42804
19486,9640,29754
19487,38464,12547
19488,17457,40028
19489,23159,5561
19490,16972,5773
19491,26840,4187
19492,19051,15521
19493,7424,37721
19494,19269,15908
19495,11747,9683
19496,16139,28931
19497,2064,12525
19498,27017,31627
19499,2528,14242
19500,147,36924
19501,35369,44673
19502,31937,4403
19503,21175,30203
19504,23751,15001
19505,2064,46481
19506,43163,33067
19507,6924,20024
19508,46261,43643
19509,43159,24582
19510,31929,12041
19511,14220,18614
19512,592,33599
19513,25787,6292
19514,571,27794
19515,6036,35366
19516,22480,18090
19517,19520,8354
19518,21412,26781
19519,15377,22181
19520,14666,15274
19521,26056,36777
19522,4205,40565
19523,30184,18330
19524,19528,32232
19525,4349,29176
19526,17526,46747
19527,24948,39427
19528,5945,16979
19529,13028,708
19530,16886,29629
19531,32598,30178
19532,14078,43525
19533,41883,13163
19534,3987,19333
19535,7502,3669
19536,x19536,y19536
19537,45965,31461
19538,1119,8849
19539,13302,21007
19540,47262,20266
19541,49861,17346
19542,17095,1447
19543,35326,45830
19544,5364,20166
19545,36387,40428
19546,16037,33825
19547,48536,20355
19548,4324,10234
19549,39062,3348
19550,16873,4491
19551,31275,41569
19552,2755,33088
19553,9370,31307
19554,17943,11192
19555,47338,40335
19556,13461,5457
19557,28115,23050
19558,12419,5647
19559,4125,22623
19560,45440,394
19561,10208,45115
19562,11674,26038
19563,9041,12436
19564,40115,27691
19565,48975,10101
19566,26999,42343
19567,39405,49595
19568,2756,20330
19569,41684,34977
19570,27004,13768
19571,19317,26854
19572,14219,18303
19573,36833,46908
19574,36266,11333
19575,9405,33294
19576,47442,32856
19577,20587,28366
19578,4023,31404
19579,20096,27496
19580,33619,24278
19581,21530,36472
19582,14430,13714
19583,34896,47870
19584,12733,10698
19585,10976,14727
19586,8386,13016
19587,40693,19245
19588,30233,32702
19589,29120,20240
19590,23016,39673
19591,38475,14240
19592,7280,49623
19593,16448,17839
19594,43474,6966
19595,17047,4511
19596,46817,34072
19597,9772,3351
19598,44479,13662
19599,37850,10326
19600,47987,8746
19601,16095,37694
19602,26812,38333
19603,45424,2696
19604,15097,11541
19605,34152,23988
19606,42769,41516
19607,41574,3699
19608,3059,45739
19609,7323,25096
19610,47897,45406
19611,3178,41693
19612,7717,3381
19613,3279,29665
19614,8009,13994
19615,46593,20822
19616,45722,41090
19617,25204,43716
19618,555,49121
19619,46716,25453
19620,4717,1761
19621,36234,44075
19622,23077,22529
19623,47762,4492
19624,13487,22069
19625,41943,34888
19626,23171,38938
19627,48751,12787
19628,16458,395
19629,47061,18812
19630,4106,18716
19631,16738,25258
19632,7032,14269
19633,9739,24627
19634,47213,39621
19635,38583,45914
19636,386,29789
19637,17692,14097
19638,37958,8686
19639,39451,4193
19640,31787,20114
19641,31140,14471
19642,7878,48993
19643,41881,6961
19644,8710,42146
19645,16773,19121
19646,3479,42797
19647,24920,43675
19648,19870,13065
19649,33370,441
19650,21563,47263
19651,3770,14606
19652,47565,12061
19653,42209,37522
19654,48530,21442
19655,44765,1170
19656,21893,38524
19657,33714,16998
19658,35658,27192
19659,14072,4143
19660,79,30806
19661,37865,4215
19662,46590,25344
19663,4296,3138
19664,38894,40831
19665,37984,46827
19666,48291,14612
19667,19918,30235
19668,32821,21465
19669,28345,49955
19670,36347,7719
19671,38384,20941
19672,28476,46772
19673,39188,46095
19674,2422,14446
19675,x19675,y19675
19676,981,36387
19677,34003,15410
19678,23716,47523
19679,18177,28814
19680,15947,29856
19681,30877,49802
19682,21989,37189
19683,27695,23440
19684,35041,10538
19685,20911,37335
19686,19977,16129
19687,44192,15128
19688,31103,30785
19689,46984,21486
19690,25653,30388
19691,13150,67
19692,41975,27686
19693,42532,37963
19694,35213,26192
19695,32649,4444
19696,45672,44370
19697,47336,1326
19698,48173,38157
19699,20004,16578
19700,18526,45542
19701,1987,27149
19702,2686,30712
19703,46217,4445
19704,187,49840
19705,9454,29999
19706,30743,10599
19707,17719,34515
19708,11441,48578
19709,155,29673
19710,x19710,y19710
19711,20296,32734
19712,14859,7903
19713,4209,32256
19714,17036,33320
19715,26056,44940
19716,32324,16044
19717,34214,41612
19718,24595,26594
19719,38517,21269
19720,24073,14809
19721,45145,13964
19722,37730,37202
19723,29386,46148
19724,36596,31282
19725,22397,34904
19726,6350,41524
19727,8505,20661
19728,10513,25068
19729,12639,28668
19730,20894,32377
19731,1679,9364
19732,31976,2011
19733,31783,25860
19734,x19734,y19734
19735,29474,21638
19736,32568,49679
19737,42343,13437
19738,29083,39097
19739,29569,44400
19740,3865,11669
19741,x19741,y19741
19742,18855,14345
19743,20845,7298
19744,20048,28692
19745,25267,31047
19746,11514,24348
19747,31884,234
19748,49608,35637
19749,47323,6742
19750,39088,12672
19751,12343,14144
19752,18119,45133
19753,x19753,y19753
19754,3267,7047
19755,47588,20671
19756,37178,26603
19757,14311,17414
19758,7863,12467
19759,7288,13421
19760,22875,16160
19761,48939,3890
19762,28968,48820
19763,32681,32550
19764,14045,25662
19765,34296,22464
19766,49729,37125
19767,15592,49572
19768,31270,40174
19769,7310,38386
19770,34577,43659
19771,188,38715
19772,37972,18224
19773,34020,11354
19774,39648,30887
19775,12558,14644
19776,29676,29904
19777,5393,31932
19778,46992,36761
19779,x19779,y19779
19780,12329,8696
19781,38127,47572
19782,33339,22195
19783,45188,25098
19784,31683,19656
19785,16240,18522
19786,16180,18547
19787,18821,43427
19788,38363,10199
19789,1607,30888
19790,34901,11613
19791,11116,3634
19792,x19792,y19792
19793,14696,42586
19794,15736,5392
19795,18327,24017
19796,16566,43957
19797,43675,16136
19798,46083,40633
19799,27244,17314
19800,33236,23155
19801,1515,15920
19802,17971,11796
19803,23592,15883
19804,46688,19196
19805,11063,12119
19806,11917,8182
19807,41634,9867
19808,10847,24459
19809,24235,40390
19810,6623,49687
19811,223,29549
19812,21110,13538
19813,49505,17741
19814,35345,22388
19815,32929,19324
19816,42667,27775
19817,26969,39357
19818,8301,13575
19819,21667,38078
19820,14913,8607
19821,39976,15410
19822,9424,3050
19823,19884,11850
19824,37733,7346
19825,10760,42644
19826,16007,32894
19827,43896,9429
19828,25864,25222
19829,28873,37480
19830,13375,30368
19831,30119,12667
19832,34382,35525
19833,16026,32734
19834,31810,30947
19835,27560,19387
19836,8336,15477
19837,24473,3940
19838,17008,28792
19839,7193,24299
19840,7046,1562
19841,26508,20019
19842,36447,4762
19843,31311,15520
19844,43037,7399
19845,27891,36509
19846,19569,48085
19847,23161,5781
19848,7658,42561
19849,10031,23767
19850,13606,45131
19851,30937,34678
19852,27742,7141
19853,8217,25102
19854,31552,24644
19855,30623,43373
19856,3315,17266
19857,26219,41803
19858,24409,12955
19859,1776,21567
19860,9714,32129
19861,24018,3462
19862,38890,5265
19863,9377,21486
19864,18432,31217
19865,776,12930
19866,16437,24038
19867,7027,9013
19868,5019,46575
19869,48444,8141
19870,31373,11794
19871,45319,32025
19872,37069,23501
19873,38246,13392
19874,15844,17833
19875,8464,40873
19876,21402,42761
19877,42620,33107
19878,3102,18505
19879,19620,16289
19880,14906,26497
19881,6907,17923
19882,23102,27705
19883,2631,4913
19884,1149,36494
19885,49480,31780
19886,12008,47376
19887,20606,40754
19888,35704,32362
19889,18797,42534
19890,45507,28789
19891,15035,50
19892,11507,46421
19893,34216,46328
19894,40080,781
19895,25905,38262
19896,22217,11368
19897,37847,28032
19898,30700,49598
19899,23027,6643
19900,19910,8660
19901,24597,669
19902,23761,8143
19903,8719,33254
19904,29299,15058
19905,486,29123
19906,35975,20730
19907,3941,48311
19908,20766,35116
19909,25701,10395
19910,6774,42488
19911,37232,27334
19912,42672,38277
19913,11173,5690
19914,21713,18838
19915,6615,21525
19916,1095,33888
19917,23707,21491
19918,7330,46743
19919,25946,38270
19920,49245,10645
19921,41892,23407
19922,6801,8730
19923,4263,9781
19924,1938,11888
19925,17524,5618
19926,2388,28201
19927,3721,25177
19928,3092,26007
19929,26613,20240
19930,47891,29282
19931,8475,2502
19932,48106,45819
19933,42160,47813
19934,9343,11490
19935,9765,43123
19936,24003,27626
19937,48815,46417
19938,8792,44949
19939,15899,48082
19940,45395,35513
19941,35899,46622
19942,x19942,y19942
19943,34540,38844
19944,38791,429
19945,27428,5658
19946,22093,35734
19947,4507,22951
19948,12933,21180
19949,26372,5837
19950,533,22633
19951,39098,33148
19952,1877,25083
19953,10893,17532
19954,4073,31025
19955,7869,32081
19956,7173,42700
19957,43657,17226
19958,7353,29019
19959,7480,8119
19960,16629,41771
19961,9828,6169
19962,37484,17078
19963,18758,1193
19964,49693,14312
19965,4765,16041
19966,41640,9954
19967,28584,9428
19968,38389,47540
19969,38134,48685
19970,46408,35241
19971,28680,13158
19972,20412,38908
19973,44835,30380
19974,34957,29310
19975,28871,10858
19976,2676,37064
19977,21427,31713
19978,41767,26511
19979,29390,39490
19980,48299,46282
19981,44607,21735
19982,38707,10016
19983,4905,41918
19984,47000,32732
19985,11205,29967
19986,42674,26370
19987,2758,21664
19988,10828,24000
19989,25182,34
19990,12924,37343
19991,49836,14336
19992,14650,24292
19993,49681,11958
19994,28158,9075
19995,49180,25834
19996,38837,9368
19997,17772,44300
19998,3258,17905
19999,14865,43868
20000,47047,42118
20001,5024,3254
20002,x20002,y20002
20003,9317,36174
20004,5081,47092
20005,16827,43739
20006,46234,5614
20007,13746,22880
20008,19524,45551
20009,49728,8195
20010,8250,44231
20011,38118,1391
20012,28012,40003
20013,33049,43751
20014,28450,16457
20015,3415,24423
20016,30650,2250
20017,13193,25711
20018,35134,39241
20019,48686,6937
20020,37866,11395
20021,45218,17961
20022,15013,6324
20023,44043,44897
20024,x20024,y20024
20025,32387,41974
20026,44258,17909
20027,40139,38446
20028,290,20585
20029,5857,18445
20030,3901,37720
20031,29488,40842
20032,24359,27935
20033,6657,12376
20034,29280,17675
20035,49985,44280
20036,39084,20898
20037,19877,11522
20038,8573,19020
20039,22763,26143
20040,14793,20371
20041,22949,32951
20042,12731,16944
20043,30991,5072
20044,32213,16531
20045,16776,42102
20046,48240,28458
20047,42529,3275
20048,36216,41330
20049,30569,42058
20050,46532,21530
20051,23700,6027
20052,40537,5542
20053,32268,35221
20054,18624,36240
20055,29850,26669
20056,42885,8987
20057,30702,3167
20058,11784,37774
20059,43356,26078
20060,28428,27611
20061,5513,2615
20062,21262,46715
20063,40065,41892
20064,43327,15679
20065,9855,21608
20066,12121,13499
20067,39881,39090
20068,7661,7199
20069,x20069,y20069
20070,25383,30312
20071,35428,26548
20072,11888,6095
20073,20489,16085
20074,46743,3343
20075,15098,47833
20076,38947,12531
20077,20028,41023
20078,14870,42619
20079,17816,11818
20080,2957,14706
20081,47678,24150
20082,35851,44805
20083,43857,42404
20084,47867,15956
20085,88,25745
20086,8918,14585
20087,x20087,y20087
20088,38146,16822
20089,21215,35738
20090,8732,34518
20091,46844,30758
20092,13605,530
20093,1997,33878
20094,37244,40848
20095,2042,49479
20096,40683,41391
20097,44487,45917
20098,41824,2659
20099,28243,33648
20100,16793,8605
20101,11885,22715
20102,25696,15964
20103,14601,21404
20104,22100,37699
20105,4284,46690
20106,25929,25440
20107,37925,8408
20108,49146,24318
20109,28316,46083
20110,43217,8187
20111,35481,37956
20112,34606,37826
20113,9776,16697
20114,11819,7649
20115,10828,45833
20116,x20116,y20116
20117,15496,18258
20118,30543,30168
20119,6173,13409
20120,28813,31995
20121,37033,507
20122,24688,18607
20123,21661,1890
20124,37485,10646
20125,27364,49688
20126,29777,38654
20127,40995,8605
20128,21514,47208
20129,23078,11199
20130,6235,6395
20131,4626,23630
20132,40049,19902
20133,17232,16876
20134,42851,1054
20135,10144,3303
20136,42921,45761
20137,x20137,y20137
20138,28723,64
20139,22474,27067
20140,19013,9158
20141,23684,5769
20142,31176,11709
20143,32867,47832
20144,44981,22532
20145,25264,37097
20146,30584,32253
20147,34462,31481
20148,15460,24301
20149,1086,40905
20150,48125,9165
20151,46929,42114
20152,38348,26918
20153,31745,17342
20154,23929,8163
20155,25226,7710
20156,22821,45601
20157,25383,37497
20158,12602,8803
20159,29273,44465
20160,15856,39377
20161,46666,33497
20162,14497,38391
20163,25972,27995
20164,21292,13794
20165,49209,2449
20166,9920,40850
20167,36985,40051
20168,22971,40406
20169,11762,40446
20170,3753,25310
20171,43131,19467
20172,29741,44443
20173,46232,2415
20174,x20174,y20174
20175,39223,35735
20176,18091,27530
20177,23054,37157
20178,13607,20839
20179,7922,4853
20180,30422,18109
20181,21379,49623
20182,44115,8246
20183,972,17845
20184,49366,33847
20185,43571,13784
20186,38799,36109
20187,11818,37913
20188,7620,39453
20189,46202,71
20190,2186,30777
20191,18205,33950
20192,16640,4940
20193,40453,34560
20194,4935,26330
20195,35398,31207
20196,37116,38887
20197,42258,11150
20198,46780,9607
20199,7998,16776
20200,12151,8953
20201,23697,15626
20202,38576,48434
20203,2862,38336
20204,5228,17080
20205,39558,8014
20206,27551,45753
20207,40297,33044
20208,16952,45036
20209,39361,2830
20210,40325,36284
20211,6497,44417
20212,31339,44072
20213,48385,39425
20214,43408,3135
20215,22705,34949
20216,40281,14233
20217,34488,29774
20218,31782,46711
20219,21166,19369
20220,48508,47800
20221,x20221,y20221
20222,36315,15596
20223,30757,31059
20224,47687,49979
20225,34040,22299
20226,36046,32330
20227,10036,27155
20228,35453,24030
20229,11771,25441
20230,23715,8429
20231,12933,30200
20232,13451,11650
20233,19622,3817
20234,34326,8576
20235,27607,17564
20236,47465,5152
20237,47636,7641
20238,26647,11460
20239,14446,17502
20240,12506,41402
20241,42653,30310
20242,42088,41911
20243,33720,6015
20244,x20244,y20244
20245,30995,27442
20246,3499,21968
20247,34415,8353
20248,41141,9848
20249,41239,1716
20250,46959,47919
20251,3309,44590
20252,18572,10545
20253,23690,35075
20254,37083,32442
20255,10154,23394
20256,8348,32719
20257,10525,2515
20258,16854,5720
20259,43455,16317
20260,37683,8065
20261,23032,18947
20262,45323,2267
20263,22699,37745
20264,49961,35574
20265,30107,14109
20266,25300,32891
20267,x20267,y20267
20268,40018,32208
20269,44323,48079
20270,17870,33952
20271,38160,44111
20272,5572,23383
20273,5061,27354
20274,31752,28441
20275,456,7606
20276,33123,35529
20277,247,5240
20278,43348,46778
20279,15688,12639
20280,28293,21143
20281,24074,37389
20282,49086,13601
20283,36048,24639
20284,43474,35543
20285,8883,12665
20286,9521,27803
20287,33847,19689
20288,26983,48999
20289,16240,25212
20290,38664,6293
20291,48609,1480
20292,40281,20117
20293,8580,38634
20294,x20294,y20294
20295,37352,21640
20296,2664,7088
20297,16803,40755
20298,4381,3489
20299,27878,33682
20300,37497,36650
20301,36996,39982
20302,15372,43559
20303,5763,17434
20304,13789,24497
20305,27248,17973
20306,43085,41707
20307,25443,28914
20308,8662,2274
20309,18488,6119
20310,6029,34586
20311,46704,16267
20312,35182,14070
20313,35131,46410
20314,33275,32938
20315,20775,2308
20316,x20316,y20316
20317,13076,49846
20318,46554,11942
20319,24890,37187
20320,37440,46869
20321,19983,21683
20322,48100,15827
20323,40509,13825
20324,40025,27067
20325,20598,23746
20326,45159,27124
20327,3549,46009
20328,3371,9485
20329,27661,36489
20330,22021,38760
20331,20084,28236
20332,14237,4408
20333,12275,21795
20334,26641,16628
20335,25332,36282
20336,3978,1676
20337,x20337,y20337
20338,13045,40254
20339,28421,28170
20340,31196,5934
20341,41443,30555
20342,19276,14896
20343,33862,32257
20344,48671,1980
20345,38592,1180
20346,17137,29457
20347,10545,4890
20348,27225,28507
20349,14526,26060
20350,24019,12021
20351,28358,39758
20352,18911,34776
20353,1448,37163
20354,33131,38400
20355,22023,6229
20356,22532,44044
20357,28398,19474
20358,25466,1192
20359,351,37460
20360,47756,12147
20361,36054,5067
20362,43412,21618
20363,18980,17391
20364,13138,28746
20365,19251,18420
20366,x20366,y20366
20367,10049,48014
20368,12442,7398
20369,41528,48592
20370,32084,7463
20371,16475,47114
20372,35347,41833
20373,17980,21659
20374,14604,28374
20375,48066,9094
20376,3440,44601
20377,26750,24200
20378,30779,7965
20379,44382,36133
20380,33945,21385
20381,23180,5204
20382,2800,30463
20383,47066,33726
20384,45194,14461
20385,422,12291
20386,2645,37943
20387,35660,19823
20388,25732,27217
20389,17916,46387
20390,21430,14990
20391,19931,2974
20392,16433,24057
20393,1279,25096
20394,4909,2829
20395,7881,33531
20396,36502,19591
20397,10975,43980
20398,15655,27197
20399,42253,8220
20400,31016,33244
20401,22092,31879
20402,16211,33894
20403,21959,2641
20404,49242,33650
20405,39653,7289
20406,29145,31585
20407,28011,2057
20408,36402,41282
20409,8693,31169
20410,9056,6435
20411,9706,43160
20412,36300,11118
20413,16756,22523
20414,37634,25738
20415,30458,10740
20416,36267,8153
20417,18515,40594
20418,17308,1477
20419,42057,28915
20420,45567,1959
20421,22058,2758
20422,24077,37871
20423,16130,15357
20424,31622,24885
20425,35517,24534
20426,17119,19282
20427,1059,29285
20428,5939,49173
20429,47168,49284
20430,22780,23191
20431,8121,1906
20432,19378,13634
20433,26951,6402
20434,24315,29601
20435,44185,24613
20436,8271,7236
20437,30601,43636
20438,19554,33981
20439,12707,30342
20440,26703,18166
20441,13207,10553
20442,49934,8109
20443,41095,29465
20444,43610,17066
20445,48569,4721
20446,826,20280
20447,32613,6740
20448,37348,8470
20449,5172,35300
20450,10561,8537
20451,40830,44087
20452,10787,18553
20453,39452,41088
20454,240,31366
20455,17493,33430
20456,13635,28894
20457,42745,20512
20458,25631,20115
20459,18983,38760
20460,38339,21283
20461,951,34831
20462,15133,15081
20463,17057,76
20464,40569,26274
20465,7286,48752
20466,25964,24074
20467,10873,44753
20468,33644,15176
20469,1553,7143
20470,31303,6875
20471,36465,39884
20472,35612,2824
20473,11941,29012
20474,18453,22240
20475,36427,48797
20476,33903,40169
20477,7430,17975
20478,x20478,y20478
20479,20785,16992
20480,45650,20051
20481,42398,17660
20482,39944,41821
20483,41641,11627
20484,5849,16701
20485,12891,23148
20486,3960,10345
20487,42424,27918
20488,5481,18119
20489,32353,1135
20490,36418,17791
20491,20447,36182
20492,14786,13581
20493,4317,3771
20494,49860,37178
20495,48206,43507
20496,48545,32260
20497,12662,43707
20498,14939,32116
20499,48456,3801
20500,34672,8105
20501,19733,49630
20502,35199,30642
20503,14333,5379
20504,37908,13729
20505,37073,29299
20506,24318,22461
20507,33640,7030
20508,43693,36578
20509,32127,33082
20510,28988,31862
20511,41739,26000
20512,1263,36127
20513,1818,30962
20514,35187,4460
20515,48498,27494
20516,366,22516
20517,26976,33442
20518,33109,5395
20519,30213,4894
20520,16545,35509
20521,44414,32946
20522,19226,23390
20523,48864,34898
20524,26525,28228
20525,23201,28099
20526,47212,36728
20527,13946,43463
20528,18477,8748
20529,17689,11284
20530,22711,26139
20531,67,34033
20532,5683,20042
20533,15739,7646
20534,18362,17054
20535,5395,36207
20536,9753,29196
20537,13191,37896
20538,x20538,y20538
20539,13135,15052
20540,25234,47579
20541,5177,8220
20542,43181,27125
20543,28586,13309
20544,46090,4460
20545,44392,33518
20546,41843,36624
20547,4670,11864
20548,21840,43815
20549,9641,17303
20550,45940,32853
20551,20075,49650
20552,30851,35568
20553,38990,21560
20554,x20554,y20554
20555,13437,29883
20556,27888,27301
20557,5163,13766
20558,43513,29486
20559,23358,15493
20560,35877,5823
20561,36129,46445
20562,10868,4367
20563,5956,38574
20564,35480,29483
20565,40559,8721
20566,29902,39456
20567,4999,21853
20568,22449,5457
20569,24750,36558
20570,35143,11808
20571,27798,42594
20572,18244,23214
20573,27929,23164
20574,38538,8741
20575,15128,33167
20576,22474,32085
20577,31944,47064
20578,47968,445
20579,26085,45338
20580,8469,28704
20581,17060,34981
20582,9626,25637
20583,24515,25684
20584,26301,46933
20585,24431,47456
20586,16037,14669
20587,38577,1039
20588,35863,11496
20589,46359,46249
20590,14293,32536
20591,7246,14295
20592,16897,3281
20593,24744,47851
20594,8425,18270
20595,3378,16137
20596,38280,2315
20597,49132,25669
20598,x20598,y20598
20599,10904,41287
20600,11527,20802
20601,40462,36824
20602,388,41852
20603,44907,29075
20604,21095,37837
20605,8190,10331
20606,28873,1182
20607,26909,5530
20608,21455,15347
20609,17779,13927
20610,16840,14416
20611,17907,42550
20612,245,3893
20613,25376,23064
20614,18388,23186
20615,26379,13170
20616,9097,12847
20617,20203,9909
20618,19879,48943
20619,47146,39093
20620,48695,49958
20621,49291,26141
20622,24947,40730
20623,42347,39043
20624,13597,33047
20625,11257,17767
20626,10727,45705
20627,47736,4905
20628,24910,906
20629,42418,19398
20630,28770,29684
20631,23876,32356
20632,41599,47669
20633,11626,12498
20634,28933,43231
20635,27209,32409
20636,30712,34401
20637,19216,49457
20638,10937,25549
20639,8852,8806
20640,28024,3590
20641,44755,13028
20642,17711,6025
20643,39279,48722
20644,15507,32975
20645,43808,13126
20646,43490,45729
20647,19297,11897
20648,33106,8140
20649,49527,24148
20650,34938,49056
20651,35028,31684
20652,33252,38335
20653,42901,13174
20654,15806,36173
20655,14222,40166
20656,36045,13172
20657,8904,48930
20658,36363,36851
20659,24583,32149
20660,31025,47717
20661,19231,47768
20662,44807,7209
20663,37218,14088
20664,49263,25438
20665,7739,14526
20666,30727,37528
20667,44501,1066
20668,32432,49487
20669,21307,13649
20670,15355,23960
20671,35237,10957
20672,28013,11677
20673,30316,36777
20674,39855,10885
20675,6757,5582
20676,43622,35236
20677,25511,13738
20678,14929,12494
20679,3073,32023
20680,20516,43629
20681,17901,37239
20682,24061,44749
20683,20391,20449
20684,20445,1886
20685,13906,31663
20686,17135,12639
20687,42123,26702
20688,21938,24571
20689,6069,22413
20690,4139,8802
