a1,a2,ub_a1,lb_a1,ub_a2,lb_a2,cet_r,bst_r,pos_r
1791,1791,1,1,1791,1791,1,1,1
18015,18015,1,1,18015,18015,1,1,1
10490,10490,1,1,10490,10490,1,1,1
9039,9039,1,1,9039,9039,1,1,1
24377,24377,1,1,24377,24377,1,1,1
25194,25194,1,1,25194,25194,1,1,1
10678,10678,1,1,10678,10678,1,1,1
9015,9015,1,1,9015,9015,1,1,1
7459,7459,1,1,7459,7459,1,1,1
1339,1339,1,1,1339,1339,1,1,1
27984,27984,1,1,27984,27984,1,1,1
4850,4850,1,1,4850,4850,1,1,1
23665,23665,1,1,23665,23665,1,1,1
8769,8769,1,1,8769,8769,1,1,1
23818,23818,1,1,23818,23818,1,1,1
20982,20982,1,1,20982,20982,1,1,1
18792,18792,1,1,18792,18792,1,1,1
7398,7398,1,1,7398,7398,1,1,1
7005,7005,1,1,7005,7005,1,1,1
23662,23662,1,1,23662,23662,1,1,1
12703,12703,1,1,12703,12703,1,1,1
20596,20596,1,1,20596,20596,1,1,1
28423,28423,1,1,28423,28423,1,1,1
1695,1695,1,1,1695,1695,1,1,1
13251,13251,1,1,13251,13251,1,1,1
23295,23295,1,1,23295,23295,1,1,1
6293,6293,1,1,7293,6293,1,1,1
4255,4255,1,1,4255,4255,1,1,1
9142,9142,1,1,9142,9142,1,1,1
19365,19365,1,1,19365,19365,1,1,1
25884,25884,1,1,25884,25884,1,1,1
13560,13560,1,1,13560,13560,1,1,1
2216,2216,1,1,2216,2216,1,1,1
29160,29160,1,1,29160,29160,1,1,1
14611,14611,1,1,14611,14611,1,1,1
24027,24027,1,1,24027,24027,1,1,1
11625,11625,1,1,11625,11625,1,1,1
27573,27573,1,1,27573,27573,1,1,1
7785,7785,1,1,7785,7785,1,1,1
19540,19540,1,1,19540,19540,1,1,1
6969,6969,1,1,6969,6969,1,1,1
11958,11958,1,1,11958,11958,1,1,1
25128,25128,1,1,25128,25128,1,1,1
21755,21755,1,1,21755,21755,1,1,1
10374,10374,1,1,10374,10374,1,1,1
17407,17407,1,1,18407,17407,1,1,1
18285,18285,1,1,18285,18285,1,1,1
7006,7006,1,1,7006,7006,1,1,1
1667,1667,1,1,1667,1667,1,1,1
23416,23416,1,1,23416,23416,1,1,1
23204,23204,1,1,23204,23204,1,1,1
18009,18009,1,1,18009,18009,1,1,1
6314,6314,1,1,6314,6314,1,1,1
29221,29221,1,1,29221,29221,1,1,1
19670,19670,1,1,19670,19670,1,1,1
15610,15610,1,1,15610,15610,1,1,1
24453,24453,1,1,24453,24453,1,1,1
26037,26037,1,1,26037,26037,1,1,1
27834,27834,1,1,27834,27834,1,1,1
19912,19912,1,1,20912,19912,1,1,1
13985,13985,1,1,13985,13985,1,1,1
27192,27192,1,1,27192,27192,1,1,1
17797,17797,1,1,17797,17797,1,1,1
25211,25211,1,1,25211,25211,1,1,1
121,121,1,1,121,121,1,1,1
21679,21679,1,1,21679,21679,1,1,1
26415,26415,1,1,26415,26415,1,1,1
28005,28005,1,1,28005,28005,1,1,1
8834,8834,1,1,8834,8834,1,1,1
3423,3423,1,1,3423,3423,1,1,1
1979,1979,1,1,1979,1979,1,1,1
18652,18652,1,1,18652,18652,1,1,1
26851,26851,1,1,26851,26851,1,1,1
8663,8663,1,1,8663,8663,1,1,1
22670,22670,1,1,22670,22670,1,1,1
7701,7701,1,1,7701,7701,1,1,1
17890,17890,1,1,17890,17890,1,1,1
78,78,1,1,78,78,1,1,1
330,330,1,1,330,330,1,1,1
25007,25007,1,1,25007,25007,1,1,1
18841,18841,1,1,18841,18841,1,1,1
18365,18365,1,1,18365,18365,1,1,1
17697,17697,1,1,17697,17697,1,1,1
22586,22586,1,1,22586,22586,1,1,1
4678,4678,1,1,4678,4678,1,1,1
11014,11014,1,1,11014,11014,1,1,1
11762,11762,1,1,11762,11762,1,1,1
9040,9040,1,1,9040,9040,1,1,1
6694,6694,1,1,6694,6694,1,1,1
6842,6842,1,1,6842,6842,1,1,1
16323,16323,1,1,17323,16323,1,1,1
21509,21509,1,1,21509,21509,1,1,1
18267,18267,1,1,18267,18267,1,1,1
9529,9529,1,1,9529,9529,1,1,1
2546,2546,1,1,2546,2546,1,1,1
25386,25386,1,1,25386,25386,1,1,1
25929,25929,1,1,25929,25929,1,1,1
9805,9805,1,1,9805,9805,1,1,1
8429,8429,1,1,8429,8429,1,1,1
22945,22945,1,1,22945,22945,1,1,1
446,446,1,1,446,446,1,1,1
26121,26121,1,1,26121,26121,1,1,1
11510,11510,1,1,11510,11510,1,1,1
12897,12897,1,1,12897,12897,1,1,1
27521,27521,1,1,27521,27521,1,1,1
10226,10226,1,1,10226,10226,1,1,1
19253,19253,1,1,20253,19253,1,1,1
219,219,1,1,219,219,1,1,1
16951,16951,1,1,16951,16951,1,1,1
13035,13035,1,1,13035,13035,1,1,1
25957,25957,1,1,25957,25957,1,1,1
7534,7534,1,1,7534,7534,1,1,1
22348,22348,1,1,22348,22348,1,1,1
23981,23981,1,1,23981,23981,1,1,1
11275,11275,1,1,11275,11275,1,1,1
20321,20321,1,1,20321,20321,1,1,1
15987,15987,1,1,15987,15987,1,1,1
9712,9712,1,1,9712,9712,1,1,1
18128,18128,1,1,18128,18128,1,1,1
8319,8319,1,1,8319,8319,1,1,1
13934,13934,1,1,13934,13934,1,1,1
21861,21861,1,1,21861,21861,1,1,1
14813,14813,1,1,14813,14813,1,1,1
28013,28013,1,1,28013,28013,1,1,1
26113,26113,1,1,26113,26113,1,1,1
9919,9919,1,1,9919,9919,1,1,1
12121,12121,1,1,12121,12121,1,1,1
25628,25628,1,1,25628,25628,1,1,1
19089,19089,1,1,19089,19089,1,1,1
11670,11670,1,1,11670,11670,1,1,1
2859,2859,1,1,2859,2859,1,1,1
12672,12672,1,1,12672,12672,1,1,1
29127,29127,1,1,29127,29127,1,1,1
198,198,1,1,198,198,1,1,1
25131,25131,1,1,25131,25131,1,1,1
4239,4239,1,1,4239,4239,1,1,1
16591,16591,1,1,16591,16591,1,1,1
15696,15696,1,1,15696,15696,1,1,1
13005,13005,1,1,13005,13005,1,1,1
16835,16835,1,1,16835,16835,1,1,1
16366,16366,1,1,16366,16366,1,1,1
6773,6773,1,1,6773,6773,1,1,1
389,389,1,1,389,389,1,1,1
19121,19121,1,1,19121,19121,1,1,1
14278,14278,1,1,14278,14278,1,1,1
22855,22855,1,1,22855,22855,1,1,1
7045,7045,1,1,7045,7045,1,1,1
22858,22858,1,1,22858,22858,1,1,1
18830,18830,1,1,18830,18830,1,1,1
6570,6570,1,1,6570,6570,1,1,1
28573,28573,1,1,28573,28573,1,1,1
16593,16593,1,1,16593,16593,1,1,1
11032,11032,1,1,11032,11032,1,1,1
5145,5145,1,1,5145,5145,1,1,1
24500,24500,1,1,24500,24500,1,1,1
27431,27431,1,1,27431,27431,1,1,1
3824,3824,1,1,3824,3824,1,1,1
29674,29674,1,1,29674,29674,1,1,1
15581,15581,1,1,15581,15581,1,1,1
18990,18990,1,1,18990,18990,1,1,1
1980,1980,1,1,1980,1980,1,1,1
17117,17117,1,1,17117,17117,1,1,1
8235,8235,1,1,8235,8235,1,1,1
1959,1959,1,1,1959,1959,1,1,1
2301,2301,1,1,2301,2301,1,1,1
26229,26229,1,1,26229,26229,1,1,1
22411,22411,1,1,22411,22411,1,1,1
15272,15272,1,1,15272,15272,1,1,1
13702,13702,1,1,14702,13702,1,1,1
13006,13006,1,1,13006,13006,1,1,1
3382,3382,1,1,3382,3382,1,1,1
1668,1668,1,1,1668,1668,1,1,1
15208,15208,1,1,15208,15208,1,1,1
15580,15580,1,1,15580,15580,1,1,1
6352,6352,1,1,6352,6352,1,1,1
28536,28536,1,1,28536,28536,1,1,1
7871,7871,1,1,7871,7871,1,1,1
21773,21773,1,1,21773,21773,1,1,1
159,159,1,1,159,159,1,1,1
14061,14061,1,1,14061,14061,1,1,1
82,82,1,1,82,82,1,1,1
25091,25091,1,1,25091,25091,1,1,1
21275,21275,1,1,21275,21275,1,1,1
1577,1577,1,1,1577,1577,1,1,1
22218,22218,1,1,22218,22218,1,1,1
17826,17826,1,1,17826,17826,1,1,1
19946,19946,1,1,19946,19946,1,1,1
10273,10273,1,1,10273,10273,1,1,1
14819,14819,1,1,14819,14819,1,1,1
2085,2085,1,1,2085,2085,1,1,1
4923,4923,1,1,4923,4923,1,1,1
9056,9056,1,1,9056,9056,1,1,1
14187,14187,1,1,14187,14187,1,1,1
2707,2707,1,1,2707,2707,1,1,1
20989,20989,1,1,20989,20989,1,1,1
9495,9495,1,1,9495,9495,1,1,1
11487,11487,1,1,11487,11487,1,1,1
8143,8143,1,1,8143,8143,1,1,1
26901,26901,1,1,26901,26901,1,1,1
4327,4327,1,1,4327,4327,1,1,1
16799,16799,1,1,16799,16799,1,1,1
13162,13162,1,1,13162,13162,1,1,1
28546,28546,1,1,28546,28546,1,1,1
19151,19151,1,1,19151,19151,1,1,1
14897,14897,1,1,14897,14897,1,1,1
13454,13454,1,1,13454,13454,1,1,1
10458,10458,1,1,10458,10458,1,1,1
26582,26582,1,1,27582,26582,1,1,1
14847,14847,1,1,14847,14847,1,1,1
6321,6321,1,1,6321,6321,1,1,1
398,398,1,1,398,398,1,1,1
480,480,1,1,480,480,1,1,1
26061,26061,1,1,26061,26061,1,1,1
23730,23730,1,1,23730,23730,1,1,1
20236,20236,1,1,20236,20236,1,1,1
28896,28896,1,1,28896,28896,1,1,1
5259,5259,1,1,6259,5259,1,1,1
19993,19993,1,1,19993,19993,1,1,1
15543,15543,1,1,15543,15543,1,1,1
29966,29966,1,1,29966,29966,1,1,1
24953,24953,1,1,24953,24953,1,1,1
13619,13619,1,1,13619,13619,1,1,1
17178,17178,1,1,17178,17178,1,1,1
1720,1720,1,1,1720,1720,1,1,1
18091,18091,1,1,18091,18091,1,1,1
15009,15009,1,1,15009,15009,1,1,1
27580,27580,1,1,27580,27580,1,1,1
12614,12614,1,1,12614,12614,1,1,1
11271,11271,1,1,11271,11271,1,1,1
28285,28285,1,1,28285,28285,1,1,1
25073,25073,1,1,25073,25073,1,1,1
4896,4896,1,1,4896,4896,1,1,1
18102,18102,1,1,18102,18102,1,1,1
8691,8691,1,1,8691,8691,1,1,1
28461,28461,1,1,28461,28461,1,1,1
1794,1794,1,1,1794,1794,1,1,1
5593,5593,1,1,5593,5593,1,1,1
9161,9161,1,1,9161,9161,1,1,1
20411,20411,1,1,20411,20411,1,1,1
20898,20898,1,1,20898,20898,1,1,1
11371,11371,1,1,11371,11371,1,1,1
15219,15219,1,1,15219,15219,1,1,1
17818,17818,1,1,17818,17818,1,1,1
5195,5195,1,1,5195,5195,1,1,1
2303,2303,1,1,2303,2303,1,1,1
13577,13577,1,1,13577,13577,1,1,1
1395,1395,1,1,1395,1395,1,1,1
27189,27189,1,1,27189,27189,1,1,1
24326,24326,1,1,24326,24326,1,1,1
20203,20203,1,1,20203,20203,1,1,1
11268,11268,1,1,11268,11268,1,1,1
13982,13982,1,1,13982,13982,1,1,1
18965,18965,1,1,18965,18965,1,1,1
25630,25630,1,1,25630,25630,1,1,1
7268,7268,1,1,7268,7268,1,1,1
11994,11994,1,1,11994,11994,1,1,1
15756,15756,1,1,15756,15756,1,1,1
4959,4959,1,1,4959,4959,1,1,1
6979,6979,1,1,6979,6979,1,1,1
16966,16966,1,1,16966,16966,1,1,1
5644,5644,1,1,5644,5644,1,1,1
16829,16829,1,1,16829,16829,1,1,1
2414,2414,1,1,2414,2414,1,1,1
18033,18033,1,1,18033,18033,1,1,1
7122,7122,1,1,7122,7122,1,1,1
109,109,1,1,109,109,1,1,1
5046,5046,1,1,5046,5046,1,1,1
219,219,1,1,219,219,1,1,1
2333,2333,1,1,2333,2333,1,1,1
20094,20094,1,1,20094,20094,1,1,1
4009,4009,1,1,4009,4009,1,1,1
8327,8327,1,1,8327,8327,1,1,1
105,105,1,1,105,105,1,1,1
13808,13808,1,1,13808,13808,1,1,1
4807,4807,1,1,4807,4807,1,1,1
6152,6152,1,1,6152,6152,1,1,1
26605,26605,1,1,26605,26605,1,1,1
9763,9763,1,1,9763,9763,1,1,1
16350,16350,1,1,16350,16350,1,1,1
3642,3642,1,1,3642,3642,1,1,1
8869,8869,1,1,8869,8869,1,1,1
22791,22791,1,1,22791,22791,1,1,1
13489,13489,1,1,13489,13489,1,1,1
27277,27277,1,1,27277,27277,1,1,1
26302,26302,1,1,26302,26302,1,1,1
23913,23913,1,1,23913,23913,1,1,1
4125,4125,1,1,4125,4125,1,1,1
15878,15878,1,1,15878,15878,1,1,1
8480,8480,1,1,8480,8480,1,1,1
7713,7713,1,1,7713,7713,1,1,1
15670,15670,1,1,15670,15670,1,1,1
16369,16369,1,1,16369,16369,1,1,1
733,733,1,1,733,733,1,1,1
18172,18172,1,1,18172,18172,1,1,1
20185,20185,1,1,20185,20185,1,1,1
4954,4954,1,1,4954,4954,1,1,1
25336,25336,1,1,25336,25336,1,1,1
4426,4426,1,1,4426,4426,1,1,1
23602,23602,1,1,23602,23602,1,1,1
11622,11622,1,1,11622,11622,1,1,1
1856,1856,1,1,1856,1856,1,1,1
3683,3683,1,1,3683,3683,1,1,1
19212,19212,1,1,19212,19212,1,1,1
24709,24709,1,1,24709,24709,1,1,1
6579,6579,1,1,6579,6579,1,1,1
9497,9497,1,1,9497,9497,1,1,1
14422,14422,1,1,14422,14422,1,1,1
23239,23239,1,1,23239,23239,1,1,1
19767,19767,1,1,19767,19767,1,1,1
21161,21161,1,1,21161,21161,1,1,1
13318,13318,1,1,13318,13318,1,1,1
13844,13844,1,1,13844,13844,1,1,1
4981,4981,1,1,4981,4981,1,1,1
5990,5990,1,1,5990,5990,1,1,1
1187,1187,1,1,1187,1187,1,1,1
24240,24240,1,1,24240,24240,1,1,1
27487,27487,1,1,27487,27487,1,1,1
28117,28117,1,1,28117,28117,1,1,1
14103,14103,1,1,14103,14103,1,1,1
27132,27132,1,1,27132,27132,1,1,1
5190,5190,1,1,5190,5190,1,1,1
9660,9660,1,1,9660,9660,1,1,1
3449,3449,1,1,3449,3449,1,1,1
5343,5343,1,1,5343,5343,1,1,1
2964,2964,1,1,2964,2964,1,1,1
26599,26599,1,1,26599,26599,1,1,1
26499,26499,1,1,26499,26499,1,1,1
25084,25084,1,1,25084,25084,1,1,1
25996,25996,1,1,25996,25996,1,1,1
8925,8925,1,1,8925,8925,1,1,1
12691,12691,1,1,12691,12691,1,1,1
11548,11548,1,1,11548,11548,1,1,1
28684,28684,1,1,28684,28684,1,1,1
28685,28685,1,1,28685,28685,1,1,1
29657,29657,1,1,29657,29657,1,1,1
26853,26853,1,1,26853,26853,1,1,1
1497,1497,1,1,1497,1497,1,1,1
5763,5763,1,1,5763,5763,1,1,1
13082,13082,1,1,13082,13082,1,1,1
21539,21539,1,1,21539,21539,1,1,1
560,560,1,1,560,560,1,1,1
2012,2012,1,1,2012,2012,1,1,1
13277,13277,1,1,13277,13277,1,1,1
28875,28875,1,1,28875,28875,1,1,1
17488,17488,1,1,17488,17488,1,1,1
8309,8309,1,1,8309,8309,1,1,1
29212,29212,1,1,29212,29212,1,1,1
14346,14346,1,1,14346,14346,1,1,1
22957,22957,1,1,22957,22957,1,1,1
29222,29222,1,1,29222,29222,1,1,1
12409,12409,1,1,12409,12409,1,1,1
22663,22663,1,1,22663,22663,1,1,1
15754,15754,1,1,15754,15754,1,1,1
23409,23409,1,1,23409,23409,1,1,1
24803,24803,1,1,24803,24803,1,1,1
1773,1773,1,1,1773,1773,1,1,1
18825,18825,1,1,18825,18825,1,1,1
593,593,1,1,593,593,1,1,1
3435,3435,1,1,3435,3435,1,1,1
7810,7810,1,1,7810,7810,1,1,1
19526,19526,1,1,19526,19526,1,1,1
17203,17203,1,1,17203,17203,1,1,1
11401,11401,1,1,11401,11401,1,1,1
13607,13607,1,1,13607,13607,1,1,1
22330,22330,1,1,22330,22330,1,1,1
8447,8447,1,1,8447,8447,1,1,1
10961,10961,1,1,10961,10961,1,1,1
16213,16213,1,1,16213,16213,1,1,1
19004,19004,1,1,19004,19004,1,1,1
152,152,1,1,152,152,1,1,1
22535,22535,1,1,22535,22535,1,1,1
11639,11639,1,1,11639,11639,1,1,1
21359,21359,1,1,21359,21359,1,1,1
7986,7986,1,1,7986,7986,1,1,1
5378,5378,1,1,5378,5378,1,1,1
27235,27235,1,1,27235,27235,1,1,1
8548,8548,1,1,8548,8548,1,1,1
10118,10118,1,1,10118,10118,1,1,1
26267,26267,1,1,26267,26267,1,1,1
27623,27623,1,1,27623,27623,1,1,1
15154,15154,1,1,15154,15154,1,1,1
4418,4418,1,1,4418,4418,1,1,1
7364,7364,1,1,7364,7364,1,1,1
28860,28860,1,1,28860,28860,1,1,1
29512,29512,1,1,29512,29512,1,1,1
24252,24252,1,1,24252,24252,1,1,1
27365,27365,1,1,27365,27365,1,1,1
16317,16317,1,1,16317,16317,1,1,1
1368,1368,1,1,1368,1368,1,1,1
4040,4040,1,1,4040,4040,1,1,1
16106,16106,1,1,16106,16106,1,1,1
8041,8041,1,1,8041,8041,1,1,1
26674,26674,1,1,26674,26674,1,1,1
25939,25939,1,1,25939,25939,1,1,1
8639,8639,1,1,8639,8639,1,1,1
20621,20621,1,1,20621,20621,1,1,1
4057,4057,1,1,4057,4057,1,1,1
18691,18691,1,1,18691,18691,1,1,1
20664,20664,1,1,20664,20664,1,1,1
15443,15443,1,1,15443,15443,1,1,1
11367,11367,1,1,11367,11367,1,1,1
28070,28070,1,1,28070,28070,1,1,1
29551,29551,1,1,29551,29551,1,1,1
13245,13245,1,1,13245,13245,1,1,1
20009,20009,1,1,20009,20009,1,1,1
15978,15978,1,1,15978,15978,1,1,1
22052,22052,1,1,22052,22052,1,1,1
26065,26065,1,1,26065,26065,1,1,1
384,384,1,1,384,384,1,1,1
9184,9184,1,1,9184,9184,1,1,1
9151,9151,1,1,9151,9151,1,1,1
22553,22553,1,1,22553,22553,1,1,1
2988,2988,1,1,2988,2988,1,1,1
3506,3506,1,1,3506,3506,1,1,1
10978,10978,1,1,10978,10978,1,1,1
8524,8524,1,1,8524,8524,1,1,1
8887,8887,1,1,8887,8887,1,1,1
11487,11487,1,1,12487,11487,1,1,1
681,681,1,1,681,681,1,1,1
2024,2024,1,1,2024,2024,1,1,1
6008,6008,1,1,6008,6008,1,1,1
29488,29488,1,1,29488,29488,1,1,1
1458,1458,1,1,2458,1458,1,1,1
24860,24860,1,1,24860,24860,1,1,1
7591,7591,1,1,7591,7591,1,1,1
3629,3629,1,1,3629,3629,1,1,1
24649,24649,1,1,24649,24649,1,1,1
28889,28889,1,1,28889,28889,1,1,1
8873,8873,1,1,8873,8873,1,1,1
1338,1338,1,1,1338,1338,1,1,1
26215,26215,1,1,26215,26215,1,1,1
5723,5723,1,1,5723,5723,1,1,1
8647,8647,1,1,8647,8647,1,1,1
26037,26037,1,1,26037,26037,1,1,1
18588,18588,1,1,18588,18588,1,1,1
22297,22297,1,1,22297,22297,1,1,1
11207,11207,1,1,11207,11207,1,1,1
2015,2015,1,1,2015,2015,1,1,1
2748,2748,1,1,2748,2748,1,1,1
8273,8273,1,1,8273,8273,1,1,1
2831,2831,1,1,2831,2831,1,1,1
16776,16776,1,1,16776,16776,1,1,1
16219,16219,1,1,16219,16219,1,1,1
29581,29581,1,1,29581,29581,1,1,1
26697,26697,1,1,26697,26697,1,1,1
11153,11153,1,1,11153,11153,1,1,1
24075,24075,1,1,24075,24075,1,1,1
29993,29993,1,1,29993,29993,1,1,1
21161,21161,1,1,21161,21161,1,1,1
15560,15560,1,1,15560,15560,1,1,1
1433,1433,1,1,1433,1433,1,1,1
5263,5263,1,1,5263,5263,1,1,1
1880,1880,1,1,1880,1880,1,1,1
26247,26247,1,1,26247,26247,1,1,1
15947,15947,1,1,15947,15947,1,1,1
11192,11192,1,1,11192,11192,1,1,1
10091,10091,1,1,10091,10091,1,1,1
22304,22304,1,1,22304,22304,1,1,1
23164,23164,1,1,23164,23164,1,1,1
7969,7969,1,1,7969,7969,1,1,1
16380,16380,1,1,16380,16380,1,1,1
25797,25797,1,1,25797,25797,1,1,1
28622,28622,1,1,28622,28622,1,1,1
16842,16842,1,1,16842,16842,1,1,1
18035,18035,1,1,18035,18035,1,1,1
24105,24105,1,1,24105,24105,1,1,1
23333,23333,1,1,23333,23333,1,1,1
23071,23071,1,1,23071,23071,1,1,1
9598,9598,1,1,10598,9598,1,1,1
10713,10713,1,1,10713,10713,1,1,1
1089,1089,1,1,1089,1089,1,1,1
574,574,1,1,574,574,1,1,1
9354,9354,1,1,9354,9354,1,1,1
1581,1581,1,1,1581,1581,1,1,1
13721,13721,1,1,13721,13721,1,1,1
8460,8460,1,1,8460,8460,1,1,1
21776,21776,1,1,21776,21776,1,1,1
21080,21080,1,1,21080,21080,1,1,1
21373,21373,1,1,21373,21373,1,1,1
2285,2285,1,1,2285,2285,1,1,1
25465,25465,1,1,25465,25465,1,1,1
12871,12871,1,1,12871,12871,1,1,1
17572,17572,1,1,17572,17572,1,1,1
14664,14664,1,1,14664,14664,1,1,1
27391,27391,1,1,27391,27391,1,1,1
27378,27378,1,1,27378,27378,1,1,1
20730,20730,1,1,20730,20730,1,1,1
18671,18671,1,1,18671,18671,1,1,1
12921,12921,1,1,12921,12921,1,1,1
20649,20649,1,1,20649,20649,1,1,1
11375,11375,1,1,11375,11375,1,1,1
20219,20219,1,1,20219,20219,1,1,1
17047,17047,1,1,17047,17047,1,1,1
14749,14749,1,1,14749,14749,1,1,1
22691,22691,1,1,22691,22691,1,1,1
21045,21045,1,1,21045,21045,1,1,1
11697,11697,1,1,11697,11697,1,1,1
16846,16846,1,1,16846,16846,1,1,1
16310,16310,1,1,16310,16310,1,1,1
17333,17333,1,1,17333,17333,1,1,1
25632,25632,1,1,25632,25632,1,1,1
9499,9499,1,1,9499,9499,1,1,1
4783,4783,1,1,4783,4783,1,1,1
2537,2537,1,1,2537,2537,1,1,1
25883,25883,1,1,25883,25883,1,1,1
19043,19043,1,1,19043,19043,1,1,1
21122,21122,1,1,21122,21122,1,1,1
23250,23250,1,1,23250,23250,1,1,1
16144,16144,1,1,16144,16144,1,1,1
2601,2601,1,1,2601,2601,1,1,1
29019,29019,1,1,29019,29019,1,1,1
29294,29294,1,1,29294,29294,1,1,1
20544,20544,1,1,21544,20544,1,1,1
18342,18342,1,1,18342,18342,1,1,1
17789,17789,1,1,17789,17789,1,1,1
16181,16181,1,1,16181,16181,1,1,1
27530,27530,1,1,27530,27530,1,1,1
26343,26343,1,1,26343,26343,1,1,1
1748,1748,1,1,1748,1748,1,1,1
17568,17568,1,1,17568,17568,1,1,1
11838,11838,1,1,11838,11838,1,1,1
19947,19947,1,1,19947,19947,1,1,1
26883,26883,1,1,26883,26883,1,1,1
888,888,1,1,888,888,1,1,1
23001,23001,1,1,23001,23001,1,1,1
4900,4900,1,1,4900,4900,1,1,1
2525,2525,1,1,2525,2525,1,1,1
2544,2544,1,1,2544,2544,1,1,1
20913,20913,1,1,20913,20913,1,1,1
8398,8398,1,1,8398,8398,1,1,1
1268,1268,1,1,1268,1268,1,1,1
7290,7290,1,1,7290,7290,1,1,1
16708,16708,1,1,16708,16708,1,1,1
11007,11007,1,1,11007,11007,1,1,1
19069,19069,1,1,19069,19069,1,1,1
2283,2283,1,1,2283,2283,1,1,1
29635,29635,1,1,29635,29635,1,1,1
12969,12969,1,1,12969,12969,1,1,1
4907,4907,1,1,4907,4907,1,1,1
15342,15342,1,1,15342,15342,1,1,1
5858,5858,1,1,5858,5858,1,1,1
10395,10395,1,1,10395,10395,1,1,1
6494,6494,1,1,6494,6494,1,1,1
21817,21817,1,1,21817,21817,1,1,1
14840,14840,1,1,14840,14840,1,1,1
29176,29176,1,1,29176,29176,1,1,1
16983,16983,1,1,16983,16983,1,1,1
27435,27435,1,1,27435,27435,1,1,1
21560,21560,1,1,22560,21560,1,1,1
16421,16421,1,1,16421,16421,1,1,1
27946,27946,1,1,27946,27946,1,1,1
19601,19601,1,1,19601,19601,1,1,1
9777,9777,1,1,9777,9777,1,1,1
23746,23746,1,1,23746,23746,1,1,1
10688,10688,1,1,10688,10688,1,1,1
21062,21062,1,1,21062,21062,1,1,1
19904,19904,1,1,19904,19904,1,1,1
27718,27718,1,1,27718,27718,1,1,1
20960,20960,1,1,20960,20960,1,1,1
2994,2994,1,1,2994,2994,1,1,1
1595,1595,1,1,1595,1595,1,1,1
9106,9106,1,1,9106,9106,1,1,1
20944,20944,1,1,20944,20944,1,1,1
10113,10113,1,1,10113,10113,1,1,1
23070,23070,1,1,23070,23070,1,1,1
3214,3214,1,1,3214,3214,1,1,1
10215,10215,1,1,10215,10215,1,1,1
11396,11396,1,1,11396,11396,1,1,1
4988,4988,1,1,4988,4988,1,1,1
23371,23371,1,1,23371,23371,1,1,1
16460,16460,1,1,16460,16460,1,1,1
22044,22044,1,1,22044,22044,1,1,1
12866,12866,1,1,12866,12866,1,1,1
17183,17183,1,1,17183,17183,1,1,1
29124,29124,1,1,29124,29124,1,1,1
13672,13672,1,1,13672,13672,1,1,1
5810,5810,1,1,5810,5810,1,1,1
12046,12046,1,1,12046,12046,1,1,1
11576,11576,1,1,11576,11576,1,1,1
10426,10426,1,1,10426,10426,1,1,1
24763,24763,1,1,24763,24763,1,1,1
6121,6121,1,1,6121,6121,1,1,1
17093,17093,1,1,17093,17093,1,1,1
27187,27187,1,1,27187,27187,1,1,1
26214,26214,1,1,26214,26214,1,1,1
23440,23440,1,1,23440,23440,1,1,1
20652,20652,1,1,20652,20652,1,1,1
5485,5485,1,1,5485,5485,1,1,1
6438,6438,1,1,6438,6438,1,1,1
16288,16288,1,1,16288,16288,1,1,1
10275,10275,1,1,10275,10275,1,1,1
18237,18237,1,1,18237,18237,1,1,1
12213,12213,1,1,12213,12213,1,1,1
7939,7939,1,1,7939,7939,1,1,1
4223,4223,1,1,4223,4223,1,1,1
21840,21840,1,1,21840,21840,1,1,1
3245,3245,1,1,3245,3245,1,1,1
26269,26269,1,1,26269,26269,1,1,1
22227,22227,1,1,22227,22227,1,1,1
15853,15853,1,1,15853,15853,1,1,1
8764,8764,1,1,8764,8764,1,1,1
27733,27733,1,1,27733,27733,1,1,1
6769,6769,1,1,6769,6769,1,1,1
10299,10299,1,1,10299,10299,1,1,1
7166,7166,1,1,7166,7166,1,1,1
17481,17481,1,1,17481,17481,1,1,1
6977,6977,1,1,6977,6977,1,1,1
26203,26203,1,1,26203,26203,1,1,1
18774,18774,1,1,18774,18774,1,1,1
5056,5056,1,1,5056,5056,1,1,1
27970,27970,1,1,27970,27970,1,1,1
3513,3513,1,1,3513,3513,1,1,1
3968,3968,1,1,3968,3968,1,1,1
10577,10577,1,1,10577,10577,1,1,1
6235,6235,1,1,6235,6235,1,1,1
11775,11775,1,1,11775,11775,1,1,1
12409,12409,1,1,12409,12409,1,1,1
27568,27568,1,1,27568,27568,1,1,1
11086,11086,1,1,11086,11086,1,1,1
2955,2955,1,1,2955,2955,1,1,1
16831,16831,1,1,16831,16831,1,1,1
17773,17773,1,1,17773,17773,1,1,1
2998,2998,1,1,2998,2998,1,1,1
20048,20048,1,1,20048,20048,1,1,1
4653,4653,1,1,4653,4653,1,1,1
2595,2595,1,1,2595,2595,1,1,1
11916,11916,1,1,11916,11916,1,1,1
13167,13167,1,1,13167,13167,1,1,1
5715,5715,1,1,5715,5715,1,1,1
27335,27335,1,1,27335,27335,1,1,1
16219,16219,1,1,16219,16219,1,1,1
15323,15323,1,1,15323,15323,1,1,1
4650,4650,1,1,4650,4650,1,1,1
14466,14466,1,1,14466,14466,1,1,1
1955,1955,1,1,1955,1955,1,1,1
27556,27556,1,1,27556,27556,1,1,1
23179,23179,1,1,23179,23179,1,1,1
19553,19553,1,1,19553,19553,1,1,1
